,damageState,nBuildings,loss,volcano,VEI,prob,type,month
0,0.0,2662246.0,,Cereme,3,10,weak,0
1,1.0,52.0,115574.07856249322,Cereme,3,10,weak,0
2,2.0,5.0,15804.712497099343,Cereme,3,10,weak,0
3,3.0,12.0,138000.18865398064,Cereme,3,10,weak,0
4,4.0,0.0,0.0,Cereme,3,10,weak,0
5,5.0,0.0,0.0,Cereme,3,10,weak,0
6,0.0,2662303.0,,Cereme,3,10,strong,0
7,1.0,12.0,78706.17947312004,Cereme,3,10,strong,0
8,2.0,0.0,0.0,Cereme,3,10,strong,0
9,3.0,0.0,0.0,Cereme,3,10,strong,0
10,4.0,0.0,0.0,Cereme,3,10,strong,0
11,5.0,0.0,0.0,Cereme,3,10,strong,0
12,0.0,2662266.0,,Cereme,3,50,weak,0
13,1.0,37.0,45045.29060902789,Cereme,3,50,weak,0
14,2.0,0.0,0.0,Cereme,3,50,weak,0
15,3.0,12.0,121655.33169928314,Cereme,3,50,weak,0
16,4.0,0.0,0.0,Cereme,3,50,weak,0
17,5.0,0.0,0.0,Cereme,3,50,weak,0
18,0.0,2662303.0,,Cereme,3,50,strong,0
19,1.0,12.0,53036.64368999186,Cereme,3,50,strong,0
20,2.0,0.0,0.0,Cereme,3,50,strong,0
21,3.0,0.0,0.0,Cereme,3,50,strong,0
22,4.0,0.0,0.0,Cereme,3,50,strong,0
23,5.0,0.0,0.0,Cereme,3,50,strong,0
24,0.0,2662303.0,,Cereme,3,90,weak,0
25,1.0,0.0,0.0,Cereme,3,90,weak,0
26,2.0,12.0,52685.62936714399,Cereme,3,90,weak,0
27,3.0,0.0,0.0,Cereme,3,90,weak,0
28,4.0,0.0,0.0,Cereme,3,90,weak,0
29,5.0,0.0,0.0,Cereme,3,90,weak,0
30,0.0,2662315.0,,Cereme,3,90,strong,0
31,1.0,0.0,0.0,Cereme,3,90,strong,0
32,2.0,0.0,0.0,Cereme,3,90,strong,0
33,3.0,0.0,0.0,Cereme,3,90,strong,0
34,4.0,0.0,0.0,Cereme,3,90,strong,0
35,5.0,0.0,0.0,Cereme,3,90,strong,0
36,0.0,2651252.0,,Cereme,4,10,weak,0
37,1.0,7002.0,11437589.763946833,Cereme,4,10,weak,0
38,2.0,2495.0,11950911.036793396,Cereme,4,10,weak,0
39,3.0,1078.0,12694793.602834573,Cereme,4,10,weak,0
40,4.0,488.0,7032242.402586208,Cereme,4,10,weak,0
41,5.0,0.0,0.0,Cereme,4,10,weak,0
42,0.0,2660517.0,,Cereme,4,10,strong,0
43,1.0,840.0,3863301.428516069,Cereme,4,10,strong,0
44,2.0,892.0,12203205.604014987,Cereme,4,10,strong,0
45,3.0,66.0,1625316.362443981,Cereme,4,10,strong,0
46,4.0,0.0,0.0,Cereme,4,10,strong,0
47,5.0,0.0,0.0,Cereme,4,10,strong,0
48,0.0,2660164.0,,Cereme,4,50,weak,0
49,1.0,668.0,1053427.1433716926,Cereme,4,50,weak,0
50,2.0,663.0,3556068.8973837243,Cereme,4,50,weak,0
51,3.0,753.0,8936558.70881313,Cereme,4,50,weak,0
52,4.0,67.0,944691.3172320636,Cereme,4,50,weak,0
53,5.0,0.0,0.0,Cereme,4,50,weak,0
54,0.0,2661399.0,,Cereme,4,50,strong,0
55,1.0,460.0,2279836.8420312633,Cereme,4,50,strong,0
56,2.0,456.0,4867416.985372232,Cereme,4,50,strong,0
57,3.0,0.0,0.0,Cereme,4,50,strong,0
58,4.0,0.0,0.0,Cereme,4,50,strong,0
59,5.0,0.0,0.0,Cereme,4,50,strong,0
60,0.0,2661125.0,,Cereme,4,90,weak,0
61,1.0,379.0,547627.5267606046,Cereme,4,90,weak,0
62,2.0,656.0,4115331.9056500094,Cereme,4,90,weak,0
63,3.0,155.0,1489750.3005854518,Cereme,4,90,weak,0
64,4.0,0.0,0.0,Cereme,4,90,weak,0
65,5.0,0.0,0.0,Cereme,4,90,weak,0
66,0.0,2661935.0,,Cereme,4,90,strong,0
67,1.0,380.0,1142393.1820331977,Cereme,4,90,strong,0
68,2.0,0.0,0.0,Cereme,4,90,strong,0
69,3.0,0.0,0.0,Cereme,4,90,strong,0
70,4.0,0.0,0.0,Cereme,4,90,strong,0
71,5.0,0.0,0.0,Cereme,4,90,strong,0
72,0.0,2230410.0,43202887.54643442,Cereme,5,10,weak,0
73,1.0,96750.0,180026006.29574183,Cereme,5,10,weak,0
74,2.0,186170.0,1012807584.7305453,Cereme,5,10,weak,0
75,3.0,96550.0,1101192819.5148082,Cereme,5,10,weak,0
76,4.0,52435.0,774002435.2377213,Cereme,5,10,weak,0
77,5.0,0.0,0.0,Cereme,5,10,weak,0
78,0.0,2479686.0,134938381.59824136,Cereme,5,10,strong,0
79,1.0,94221.0,391955845.4456717,Cereme,5,10,strong,0
80,2.0,66944.0,925377102.9637637,Cereme,5,10,strong,0
81,3.0,15536.0,432315543.23427033,Cereme,5,10,strong,0
82,4.0,5928.0,213395941.1974606,Cereme,5,10,strong,0
83,5.0,0.0,0.0,Cereme,5,10,strong,0
84,0.0,2459911.0,,Cereme,5,50,weak,0
85,1.0,99538.0,157600767.69767207,Cereme,5,50,weak,0
86,2.0,76726.0,441435774.6838616,Cereme,5,50,weak,0
87,3.0,16886.0,188338774.35209408,Cereme,5,50,weak,0
88,4.0,9254.0,137031356.40819263,Cereme,5,50,weak,0
89,5.0,0.0,0.0,Cereme,5,50,weak,0
90,0.0,2618485.0,,Cereme,5,50,strong,0
91,1.0,30075.0,107428250.29674862,Cereme,5,50,strong,0
92,2.0,9623.0,139306822.2552135,Cereme,5,50,strong,0
93,3.0,2499.0,66760080.66746282,Cereme,5,50,strong,0
94,4.0,1633.0,60245089.46297097,Cereme,5,50,strong,0
95,5.0,0.0,0.0,Cereme,5,50,strong,0
96,0.0,2623633.0,,Cereme,5,90,weak,0
97,1.0,25219.0,36768192.31620399,Cereme,5,90,weak,0
98,2.0,9719.0,52219877.72988597,Cereme,5,90,weak,0
99,3.0,1949.0,21509921.223475967,Cereme,5,90,weak,0
100,4.0,1795.0,27146837.92108693,Cereme,5,90,weak,0
101,5.0,0.0,0.0,Cereme,5,90,weak,0
102,0.0,2656778.0,,Cereme,5,90,strong,0
103,1.0,3220.0,11275214.108040612,Cereme,5,90,strong,0
104,2.0,890.0,12205855.179505713,Cereme,5,90,strong,0
105,3.0,745.0,21282443.734886844,Cereme,5,90,strong,0
106,4.0,682.0,24445677.61567828,Cereme,5,90,strong,0
107,5.0,0.0,0.0,Cereme,5,90,strong,0
0,0.0,2662303.0,,Cereme,3,10,weak,1
1,1.0,0.0,0.0,Cereme,3,10,weak,1
2,2.0,0.0,0.0,Cereme,3,10,weak,1
3,3.0,12.0,136751.99151890833,Cereme,3,10,weak,1
4,4.0,0.0,0.0,Cereme,3,10,weak,1
5,5.0,0.0,0.0,Cereme,3,10,weak,1
6,0.0,2662303.0,,Cereme,3,10,strong,1
7,1.0,12.0,76372.59190440505,Cereme,3,10,strong,1
8,2.0,0.0,0.0,Cereme,3,10,strong,1
9,3.0,0.0,0.0,Cereme,3,10,strong,1
10,4.0,0.0,0.0,Cereme,3,10,strong,1
11,5.0,0.0,0.0,Cereme,3,10,strong,1
12,0.0,2662303.0,,Cereme,3,50,weak,1
13,1.0,0.0,0.0,Cereme,3,50,weak,1
14,2.0,0.0,0.0,Cereme,3,50,weak,1
15,3.0,12.0,129137.30042740668,Cereme,3,50,weak,1
16,4.0,0.0,0.0,Cereme,3,50,weak,1
17,5.0,0.0,0.0,Cereme,3,50,weak,1
18,0.0,2662303.0,,Cereme,3,50,strong,1
19,1.0,12.0,63537.67846123175,Cereme,3,50,strong,1
20,2.0,0.0,0.0,Cereme,3,50,strong,1
21,3.0,0.0,0.0,Cereme,3,50,strong,1
22,4.0,0.0,0.0,Cereme,3,50,strong,1
23,5.0,0.0,0.0,Cereme,3,50,strong,1
24,0.0,2662303.0,,Cereme,3,90,weak,1
25,1.0,0.0,0.0,Cereme,3,90,weak,1
26,2.0,0.0,0.0,Cereme,3,90,weak,1
27,3.0,12.0,122165.75803001644,Cereme,3,90,weak,1
28,4.0,0.0,0.0,Cereme,3,90,weak,1
29,5.0,0.0,0.0,Cereme,3,90,weak,1
30,0.0,2662303.0,,Cereme,3,90,strong,1
31,1.0,12.0,53713.321110976336,Cereme,3,90,strong,1
32,2.0,0.0,0.0,Cereme,3,90,strong,1
33,3.0,0.0,0.0,Cereme,3,90,strong,1
34,4.0,0.0,0.0,Cereme,3,90,strong,1
35,5.0,0.0,0.0,Cereme,3,90,strong,1
36,0.0,2656143.0,,Cereme,4,10,weak,1
37,1.0,3475.0,5774204.772661068,Cereme,4,10,weak,1
38,2.0,1734.0,9054378.18087382,Cereme,4,10,weak,1
39,3.0,868.0,10231838.640453413,Cereme,4,10,weak,1
40,4.0,95.0,1380065.9955031741,Cereme,4,10,weak,1
41,5.0,0.0,0.0,Cereme,4,10,weak,1
42,0.0,2661108.0,,Cereme,4,10,strong,1
43,1.0,655.0,2954886.5135568627,Cereme,4,10,strong,1
44,2.0,540.0,5715238.922062612,Cereme,4,10,strong,1
45,3.0,12.0,294359.3715976124,Cereme,4,10,strong,1
46,4.0,0.0,0.0,Cereme,4,10,strong,1
47,5.0,0.0,0.0,Cereme,4,10,strong,1
48,0.0,2659431.0,,Cereme,4,50,weak,1
49,1.0,1480.0,2494694.870208437,Cereme,4,50,weak,1
50,2.0,698.0,3935484.0029032077,Cereme,4,50,weak,1
51,3.0,694.0,7919551.7646551365,Cereme,4,50,weak,1
52,4.0,12.0,169501.34638262284,Cereme,4,50,weak,1
53,5.0,0.0,0.0,Cereme,4,50,weak,1
54,0.0,2661466.0,,Cereme,4,50,strong,1
55,1.0,638.0,3154630.922857164,Cereme,4,50,strong,1
56,2.0,211.0,2143844.525575136,Cereme,4,50,strong,1
57,3.0,0.0,0.0,Cereme,4,50,strong,1
58,4.0,0.0,0.0,Cereme,4,50,strong,1
59,5.0,0.0,0.0,Cereme,4,50,strong,1
60,0.0,2660683.0,,Cereme,4,90,weak,1
61,1.0,674.0,1037663.9117019835,Cereme,4,90,weak,1
62,2.0,589.0,3847384.905346906,Cereme,4,90,weak,1
63,3.0,369.0,3930830.962704506,Cereme,4,90,weak,1
64,4.0,0.0,0.0,Cereme,4,90,weak,1
65,5.0,0.0,0.0,Cereme,4,90,weak,1
66,0.0,2661685.0,,Cereme,4,90,strong,1
67,1.0,567.0,2123133.7912892327,Cereme,4,90,strong,1
68,2.0,63.0,557565.8484157865,Cereme,4,90,strong,1
69,3.0,0.0,0.0,Cereme,4,90,strong,1
70,4.0,0.0,0.0,Cereme,4,90,strong,1
71,5.0,0.0,0.0,Cereme,4,90,strong,1
72,0.0,2370984.0,,Cereme,5,10,weak,1
73,1.0,109440.0,187327234.7136864,Cereme,5,10,weak,1
74,2.0,115560.0,632430502.7258005,Cereme,5,10,weak,1
75,3.0,46258.0,514873475.33854616,Cereme,5,10,weak,1
76,4.0,20073.0,301000931.23335296,Cereme,5,10,weak,1
77,5.0,0.0,0.0,Cereme,5,10,weak,1
78,0.0,2574500.0,,Cereme,5,10,strong,1
79,1.0,60080.0,266014418.0350108,Cereme,5,10,strong,1
80,2.0,14108.0,192757162.4137556,Cereme,5,10,strong,1
81,3.0,10620.0,298644967.75481814,Cereme,5,10,strong,1
82,4.0,3007.0,108947837.05073851,Cereme,5,10,strong,1
83,5.0,0.0,0.0,Cereme,5,10,strong,1
84,0.0,2478552.0,,Cereme,5,50,weak,1
85,1.0,90389.0,138999485.40083072,Cereme,5,50,weak,1
86,2.0,68825.0,397076584.5417554,Cereme,5,50,weak,1
87,3.0,14476.0,163185230.3576612,Cereme,5,50,weak,1
88,4.0,10073.0,149338252.23646092,Cereme,5,50,weak,1
89,5.0,0.0,0.0,Cereme,5,50,weak,1
90,0.0,2622690.0,,Cereme,5,50,strong,1
91,1.0,24757.0,85762855.08759321,Cereme,5,50,strong,1
92,2.0,10123.0,143697715.47186044,Cereme,5,50,strong,1
93,3.0,3199.0,91814224.61821908,Cereme,5,50,strong,1
94,4.0,1546.0,56490425.49106745,Cereme,5,50,strong,1
95,5.0,0.0,0.0,Cereme,5,50,strong,1
96,0.0,2599661.0,,Cereme,5,90,weak,1
97,1.0,37869.0,61470748.48421545,Cereme,5,90,weak,1
98,2.0,16439.0,88527511.46400908,Cereme,5,90,weak,1
99,3.0,4276.0,47572571.66236473,Cereme,5,90,weak,1
100,4.0,4070.0,60942185.4072025,Cereme,5,90,weak,1
101,5.0,0.0,0.0,Cereme,5,90,weak,1
102,0.0,2650433.0,,Cereme,5,90,strong,1
103,1.0,6655.0,24333373.426342625,Cereme,5,90,strong,1
104,2.0,2973.0,47124286.496118,Cereme,5,90,strong,1
105,3.0,1286.0,35275237.233918905,Cereme,5,90,strong,1
106,4.0,968.0,35720781.22849378,Cereme,5,90,strong,1
107,5.0,0.0,0.0,Cereme,5,90,strong,1
0,0.0,2662278.0,,Cereme,3,10,weak,2
1,1.0,25.0,25867.531679709162,Cereme,3,10,weak,2
2,2.0,0.0,0.0,Cereme,3,10,weak,2
3,3.0,12.0,141042.2757505385,Cereme,3,10,weak,2
4,4.0,0.0,0.0,Cereme,3,10,weak,2
5,5.0,0.0,0.0,Cereme,3,10,weak,2
6,0.0,2662303.0,,Cereme,3,10,strong,2
7,1.0,12.0,84793.75000341261,Cereme,3,10,strong,2
8,2.0,0.0,0.0,Cereme,3,10,strong,2
9,3.0,0.0,0.0,Cereme,3,10,strong,2
10,4.0,0.0,0.0,Cereme,3,10,strong,2
11,5.0,0.0,0.0,Cereme,3,10,strong,2
12,0.0,2662303.0,,Cereme,3,50,weak,2
13,1.0,0.0,0.0,Cereme,3,50,weak,2
14,2.0,0.0,0.0,Cereme,3,50,weak,2
15,3.0,12.0,133027.93146468178,Cereme,3,50,weak,2
16,4.0,0.0,0.0,Cereme,3,50,weak,2
17,5.0,0.0,0.0,Cereme,3,50,weak,2
18,0.0,2662303.0,,Cereme,3,50,strong,2
19,1.0,12.0,69770.81503522919,Cereme,3,50,strong,2
20,2.0,0.0,0.0,Cereme,3,50,strong,2
21,3.0,0.0,0.0,Cereme,3,50,strong,2
22,4.0,0.0,0.0,Cereme,3,50,strong,2
23,5.0,0.0,0.0,Cereme,3,50,strong,2
24,0.0,2662303.0,,Cereme,3,90,weak,2
25,1.0,0.0,0.0,Cereme,3,90,weak,2
26,2.0,0.0,0.0,Cereme,3,90,weak,2
27,3.0,12.0,119606.31267450676,Cereme,3,90,weak,2
28,4.0,0.0,0.0,Cereme,3,90,weak,2
29,5.0,0.0,0.0,Cereme,3,90,weak,2
30,0.0,2662303.0,,Cereme,3,90,strong,2
31,1.0,12.0,50478.141037623514,Cereme,3,90,strong,2
32,2.0,0.0,0.0,Cereme,3,90,strong,2
33,3.0,0.0,0.0,Cereme,3,90,strong,2
34,4.0,0.0,0.0,Cereme,3,90,strong,2
35,5.0,0.0,0.0,Cereme,3,90,strong,2
36,0.0,2656120.0,,Cereme,4,10,weak,2
37,1.0,2498.0,4146993.6118893176,Cereme,4,10,weak,2
38,2.0,2596.0,13528845.005745335,Cereme,4,10,weak,2
39,3.0,944.0,11787670.128197255,Cereme,4,10,weak,2
40,4.0,157.0,2289556.292924961,Cereme,4,10,weak,2
41,5.0,0.0,0.0,Cereme,4,10,weak,2
42,0.0,2660896.0,,Cereme,4,10,strong,2
43,1.0,571.0,2002581.514517731,Cereme,4,10,strong,2
44,2.0,799.0,9795530.206105877,Cereme,4,10,strong,2
45,3.0,49.0,1195345.4432011591,Cereme,4,10,strong,2
46,4.0,0.0,0.0,Cereme,4,10,strong,2
47,5.0,0.0,0.0,Cereme,4,10,strong,2
48,0.0,2659441.0,,Cereme,4,50,weak,2
49,1.0,1543.0,2339461.051205737,Cereme,4,50,weak,2
50,2.0,501.0,2775739.1989727397,Cereme,4,50,weak,2
51,3.0,759.0,8930205.788279764,Cereme,4,50,weak,2
52,4.0,71.0,1011860.4612398116,Cereme,4,50,weak,2
53,5.0,0.0,0.0,Cereme,4,50,weak,2
54,0.0,2661379.0,,Cereme,4,50,strong,2
55,1.0,470.0,2296180.676313008,Cereme,4,50,strong,2
56,2.0,466.0,4823870.817500983,Cereme,4,50,strong,2
57,3.0,0.0,0.0,Cereme,4,50,strong,2
58,4.0,0.0,0.0,Cereme,4,50,strong,2
59,5.0,0.0,0.0,Cereme,4,50,strong,2
60,0.0,2661046.0,,Cereme,4,90,weak,2
61,1.0,323.0,563758.9120030865,Cereme,4,90,weak,2
62,2.0,404.0,2598793.3476985907,Cereme,4,90,weak,2
63,3.0,542.0,5816489.64510317,Cereme,4,90,weak,2
64,4.0,0.0,0.0,Cereme,4,90,weak,2
65,5.0,0.0,0.0,Cereme,4,90,weak,2
66,0.0,2661628.0,,Cereme,4,90,strong,2
67,1.0,606.0,2635604.5454460327,Cereme,4,90,strong,2
68,2.0,81.0,721272.2651839079,Cereme,4,90,strong,2
69,3.0,0.0,0.0,Cereme,4,90,strong,2
70,4.0,0.0,0.0,Cereme,4,90,strong,2
71,5.0,0.0,0.0,Cereme,4,90,strong,2
72,0.0,2369975.0,,Cereme,5,10,weak,2
73,1.0,107870.0,179258306.1419574,Cereme,5,10,weak,2
74,2.0,122353.0,727534008.3596478,Cereme,5,10,weak,2
75,3.0,38758.0,456952924.3969675,Cereme,5,10,weak,2
76,4.0,23359.0,349235731.9914824,Cereme,5,10,weak,2
77,5.0,0.0,0.0,Cereme,5,10,weak,2
78,0.0,2567656.0,,Cereme,5,10,strong,2
79,1.0,49822.0,166883563.22648856,Cereme,5,10,strong,2
80,2.0,30476.0,379161534.74423903,Cereme,5,10,strong,2
81,3.0,10161.0,285144076.13200694,Cereme,5,10,strong,2
82,4.0,4200.0,153166083.5772241,Cereme,5,10,strong,2
83,5.0,0.0,0.0,Cereme,5,10,strong,2
84,0.0,2523502.0,,Cereme,5,50,weak,2
85,1.0,58256.0,90355254.11034946,Cereme,5,50,weak,2
86,2.0,57552.0,314189790.3113364,Cereme,5,50,weak,2
87,3.0,13262.0,152389239.63241592,Cereme,5,50,weak,2
88,4.0,9743.0,144018092.43430632,Cereme,5,50,weak,2
89,5.0,0.0,0.0,Cereme,5,50,weak,2
90,0.0,2632836.0,,Cereme,5,50,strong,2
91,1.0,14655.0,58184565.27186525,Cereme,5,50,strong,2
92,2.0,10233.0,140805555.44501883,Cereme,5,50,strong,2
93,3.0,3096.0,92207271.22349364,Cereme,5,50,strong,2
94,4.0,1495.0,54904759.97176496,Cereme,5,50,strong,2
95,5.0,0.0,0.0,Cereme,5,50,strong,2
96,0.0,2593038.0,,Cereme,5,90,weak,2
97,1.0,40697.0,68877806.39278167,Cereme,5,90,weak,2
98,2.0,18069.0,87053978.48861386,Cereme,5,90,weak,2
99,3.0,6333.0,71696869.8428078,Cereme,5,90,weak,2
100,4.0,4178.0,62928891.28821003,Cereme,5,90,weak,2
101,5.0,0.0,0.0,Cereme,5,90,weak,2
102,0.0,2650132.0,,Cereme,5,90,strong,2
103,1.0,6198.0,28126098.5502186,Cereme,5,90,strong,2
104,2.0,2894.0,38392789.07598408,Cereme,5,90,strong,2
105,3.0,2042.0,56391738.43537997,Cereme,5,90,strong,2
106,4.0,1049.0,38617469.68696002,Cereme,5,90,strong,2
107,5.0,0.0,0.0,Cereme,5,90,strong,2
0,0.0,2662270.0,,Cereme,3,10,weak,3
1,1.0,33.0,39881.03324815368,Cereme,3,10,weak,3
2,2.0,0.0,0.0,Cereme,3,10,weak,3
3,3.0,12.0,140735.75912616873,Cereme,3,10,weak,3
4,4.0,0.0,0.0,Cereme,3,10,weak,3
5,5.0,0.0,0.0,Cereme,3,10,weak,3
6,0.0,2662303.0,,Cereme,3,10,strong,3
7,1.0,12.0,84154.63782323155,Cereme,3,10,strong,3
8,2.0,0.0,0.0,Cereme,3,10,strong,3
9,3.0,0.0,0.0,Cereme,3,10,strong,3
10,4.0,0.0,0.0,Cereme,3,10,strong,3
11,5.0,0.0,0.0,Cereme,3,10,strong,3
12,0.0,2662302.0,,Cereme,3,50,weak,3
13,1.0,1.0,968.1059740437041,Cereme,3,50,weak,3
14,2.0,0.0,0.0,Cereme,3,50,weak,3
15,3.0,12.0,132103.01347695332,Cereme,3,50,weak,3
16,4.0,0.0,0.0,Cereme,3,50,weak,3
17,5.0,0.0,0.0,Cereme,3,50,weak,3
18,0.0,2662303.0,,Cereme,3,50,strong,3
19,1.0,12.0,68223.08885338026,Cereme,3,50,strong,3
20,2.0,0.0,0.0,Cereme,3,50,strong,3
21,3.0,0.0,0.0,Cereme,3,50,strong,3
22,4.0,0.0,0.0,Cereme,3,50,strong,3
23,5.0,0.0,0.0,Cereme,3,50,strong,3
24,0.0,2662303.0,,Cereme,3,90,weak,3
25,1.0,0.0,0.0,Cereme,3,90,weak,3
26,2.0,0.0,0.0,Cereme,3,90,weak,3
27,3.0,12.0,119573.24552860345,Cereme,3,90,weak,3
28,4.0,0.0,0.0,Cereme,3,90,weak,3
29,5.0,0.0,0.0,Cereme,3,90,weak,3
30,0.0,2662303.0,,Cereme,3,90,strong,3
31,1.0,12.0,50434.021682839484,Cereme,3,90,strong,3
32,2.0,0.0,0.0,Cereme,3,90,strong,3
33,3.0,0.0,0.0,Cereme,3,90,strong,3
34,4.0,0.0,0.0,Cereme,3,90,strong,3
35,5.0,0.0,0.0,Cereme,3,90,strong,3
36,0.0,2656101.0,,Cereme,4,10,weak,3
37,1.0,2847.0,4437725.4303524485,Cereme,4,10,weak,3
38,2.0,2257.0,11614886.349544812,Cereme,4,10,weak,3
39,3.0,497.0,6014224.260009185,Cereme,4,10,weak,3
40,4.0,613.0,8866079.802587826,Cereme,4,10,weak,3
41,5.0,0.0,0.0,Cereme,4,10,weak,3
42,0.0,2660929.0,,Cereme,4,10,strong,3
43,1.0,460.0,1581765.6317783948,Cereme,4,10,strong,3
44,2.0,857.0,12870545.378888275,Cereme,4,10,strong,3
45,3.0,69.0,1693020.752348665,Cereme,4,10,strong,3
46,4.0,0.0,0.0,Cereme,4,10,strong,3
47,5.0,0.0,0.0,Cereme,4,10,strong,3
48,0.0,2658827.0,,Cereme,4,50,weak,3
49,1.0,1981.0,3224992.627860562,Cereme,4,50,weak,3
50,2.0,607.0,3223321.737176305,Cereme,4,50,weak,3
51,3.0,773.0,9624532.294256885,Cereme,4,50,weak,3
52,4.0,127.0,1820867.7707211615,Cereme,4,50,weak,3
53,5.0,0.0,0.0,Cereme,4,50,weak,3
54,0.0,2661333.0,,Cereme,4,50,strong,3
55,1.0,319.0,1586585.9824492428,Cereme,4,50,strong,3
56,2.0,663.0,7960831.224255029,Cereme,4,50,strong,3
57,3.0,0.0,0.0,Cereme,4,50,strong,3
58,4.0,0.0,0.0,Cereme,4,50,strong,3
59,5.0,0.0,0.0,Cereme,4,50,strong,3
60,0.0,2660795.0,,Cereme,4,90,weak,3
61,1.0,495.0,788959.7501889782,Cereme,4,90,weak,3
62,2.0,367.0,2359050.0021286304,Cereme,4,90,weak,3
63,3.0,658.0,7755847.793092958,Cereme,4,90,weak,3
64,4.0,0.0,0.0,Cereme,4,90,weak,3
65,5.0,0.0,0.0,Cereme,4,90,weak,3
66,0.0,2661499.0,,Cereme,4,90,strong,3
67,1.0,519.0,2552899.129963437,Cereme,4,90,strong,3
68,2.0,297.0,2829627.5023283474,Cereme,4,90,strong,3
69,3.0,0.0,0.0,Cereme,4,90,strong,3
70,4.0,0.0,0.0,Cereme,4,90,strong,3
71,5.0,0.0,0.0,Cereme,4,90,strong,3
72,0.0,2399464.0,,Cereme,5,10,weak,3
73,1.0,105990.0,182608627.73271984,Cereme,5,10,weak,3
74,2.0,92349.0,513083621.4991764,Cereme,5,10,weak,3
75,3.0,45622.0,506319995.17752033,Cereme,5,10,weak,3
76,4.0,18890.0,283127955.79771245,Cereme,5,10,weak,3
77,5.0,0.0,0.0,Cereme,5,10,weak,3
78,0.0,2577557.0,,Cereme,5,10,strong,3
79,1.0,56662.0,238903038.39812663,Cereme,5,10,strong,3
80,2.0,15373.0,210071365.2283005,Cereme,5,10,strong,3
81,3.0,8829.0,238816174.7650661,Cereme,5,10,strong,3
82,4.0,3894.0,141928244.39145717,Cereme,5,10,strong,3
83,5.0,0.0,0.0,Cereme,5,10,strong,3
84,0.0,2475401.0,,Cereme,5,50,weak,3
85,1.0,93730.0,145640619.28463206,Cereme,5,50,weak,3
86,2.0,69437.0,419591514.7521505,Cereme,5,50,weak,3
87,3.0,12952.0,147869037.72264755,Cereme,5,50,weak,3
88,4.0,10795.0,161165461.46820003,Cereme,5,50,weak,3
89,5.0,0.0,0.0,Cereme,5,50,weak,3
90,0.0,2621207.0,,Cereme,5,50,strong,3
91,1.0,25440.0,84020087.39750172,Cereme,5,50,strong,3
92,2.0,10290.0,150349644.41965723,Cereme,5,50,strong,3
93,3.0,3076.0,88981494.16038758,Cereme,5,50,strong,3
94,4.0,2302.0,83474043.8410268,Cereme,5,50,strong,3
95,5.0,0.0,0.0,Cereme,5,50,strong,3
96,0.0,2572392.0,,Cereme,5,90,weak,3
97,1.0,52595.0,87969086.17954035,Cereme,5,90,weak,3
98,2.0,25877.0,133538552.98998214,Cereme,5,90,weak,3
99,3.0,6748.0,79749086.56390971,Cereme,5,90,weak,3
100,4.0,4703.0,70821139.7091354,Cereme,5,90,weak,3
101,5.0,0.0,0.0,Cereme,5,90,weak,3
102,0.0,2647370.0,,Cereme,5,90,strong,3
103,1.0,7356.0,31678048.63744647,Cereme,5,90,strong,3
104,2.0,4098.0,50486910.98191894,Cereme,5,90,strong,3
105,3.0,2333.0,65528357.17026904,Cereme,5,90,strong,3
106,4.0,1158.0,42798207.76434921,Cereme,5,90,strong,3
107,5.0,0.0,0.0,Cereme,5,90,strong,3
0,0.0,2662254.0,,Cereme,3,10,weak,4
1,1.0,49.0,70655.19302804122,Cereme,3,10,weak,4
2,2.0,0.0,0.0,Cereme,3,10,weak,4
3,3.0,12.0,136088.25571471313,Cereme,3,10,weak,4
4,4.0,0.0,0.0,Cereme,3,10,weak,4
5,5.0,0.0,0.0,Cereme,3,10,weak,4
6,0.0,2662303.0,,Cereme,3,10,strong,4
7,1.0,12.0,75130.23774305111,Cereme,3,10,strong,4
8,2.0,0.0,0.0,Cereme,3,10,strong,4
9,3.0,0.0,0.0,Cereme,3,10,strong,4
10,4.0,0.0,0.0,Cereme,3,10,strong,4
11,5.0,0.0,0.0,Cereme,3,10,strong,4
12,0.0,2662268.0,,Cereme,3,50,weak,4
13,1.0,35.0,40990.7363996477,Cereme,3,50,weak,4
14,2.0,0.0,0.0,Cereme,3,50,weak,4
15,3.0,12.0,124662.49298665981,Cereme,3,50,weak,4
16,4.0,0.0,0.0,Cereme,3,50,weak,4
17,5.0,0.0,0.0,Cereme,3,50,weak,4
18,0.0,2662303.0,,Cereme,3,50,strong,4
19,1.0,12.0,57025.97881685502,Cereme,3,50,strong,4
20,2.0,0.0,0.0,Cereme,3,50,strong,4
21,3.0,0.0,0.0,Cereme,3,50,strong,4
22,4.0,0.0,0.0,Cereme,3,50,strong,4
23,5.0,0.0,0.0,Cereme,3,50,strong,4
24,0.0,2662303.0,,Cereme,3,90,weak,4
25,1.0,0.0,0.0,Cereme,3,90,weak,4
26,2.0,0.0,0.0,Cereme,3,90,weak,4
27,3.0,12.0,115694.15312056645,Cereme,3,90,weak,4
28,4.0,0.0,0.0,Cereme,3,90,weak,4
29,5.0,0.0,0.0,Cereme,3,90,weak,4
30,0.0,2662303.0,,Cereme,3,90,strong,4
31,1.0,12.0,45896.538457420706,Cereme,3,90,strong,4
32,2.0,0.0,0.0,Cereme,3,90,strong,4
33,3.0,0.0,0.0,Cereme,3,90,strong,4
34,4.0,0.0,0.0,Cereme,3,90,strong,4
